Protocol,Fwd Packet Length Mean,Flow IAT Mean,Flow Bytes/s,Packet Length Mean,Packet Length Min,Avg Fwd Segment Size,Avg Packet Size,Subflow Fwd Bytes,Fwd Act Data Packets,Class
0.8104296656850535,-0.6815867527060823,-0.43443312249743843,-0.1782339210698536,-0.7088583593480137,-0.5755017574409619,-0.6815867527060823,-0.6395339046153079,-0.3747977255404343,-0.37130952719204996,0
0.8104296656850535,-0.6625141509319888,-0.4422332060759006,-0.17820769812733708,-0.6901113735283897,-0.5562191816698524,-0.6625141509319888,-0.6214861812664922,-0.3741739061722892,-0.37130952719204996,0
-1.1939806696507191,-0.7359436677622485,-0.44671964756397287,-0.17763565331881767,-0.7748477494330902,-0.7490449393809476,-0.7359436677622485,-0.7030618908031389,-0.3727391216255555,-0.344866955683109,0
0.8104296656850535,1.1150523344135181,0.22738025033812087,-0.17824505850842975,1.0331115630114478,1.240916880197556,1.1150523344135181,1.0374605489566378,-0.25165578226859214,-0.318424384174168,1
-1.1939806696507191,-0.830353046544011,0.7242879650886497,-0.17824748575044558,-0.8790809905901996,-0.7259058484556162,-0.830353046544011,-0.8067761404997266,-0.3766691836448696,-0.15976895512052228,1
-1.1939806696507191,-0.830353046544011,3.0945062316951466,-0.17824749435947107,-0.8790809905901996,-0.7259058484556162,-0.830353046544011,-0.8065011292913373,-0.3766691836448696,-0.15976895512052228,1
0.8104296656850535,-0.7273609969639065,-0.44218083702636196,-0.1781996595648472,-0.6653653522464861,-0.6217799392916248,-0.7273609969639065,-0.5976631864460556,-0.37629489202398253,-0.37130952719204996,0
0.8104296656850535,0.8251487874472981,-0.44683886687832786,-0.1522715688470613,0.7481573785531631,0.9478217284766912,0.8251487874472981,0.4617844340539079,1.7605359716202325,1.638325907487463,1
0.8104296656850535,0.9777296016400454,-0.44687922741584407,3.2265975387657937,0.898133265110155,1.1020823346455675,0.9777296016400454,1.254033229142425,-0.32052544051181087,-0.37130952719204996,1
0.8104296656850535,-0.6930303137705384,-0.44225073738332404,-0.17819790396999846,-0.6541171607547117,-0.5870713029036276,-0.6930303137705384,-0.5868345524367663,-0.37517201716132137,-0.37130952719204996,0
-1.1939806696507191,-0.8532401686729231,3.4192790959628225,-0.17824749872291829,-0.9015773735737483,-0.7490449393809476,-0.8532401686729231,-0.8250645006411322,-0.3804120998537402,-0.39775209870099093,1
0.8104296656850535,-0.6930303137705384,-0.4420931804892448,-0.17821419155696205,-0.7201065508397881,-0.5870713029036276,-0.6930303137705384,-0.6503625386245973,-0.37517201716132137,-0.37130952719204996,0
0.8104296656850535,0.7270610666873841,-0.44675623355503546,-0.16993936472065074,0.655068920514047,-0.44052372704319515,0.7270610666873841,0.41661886575738116,0.34321836719457227,0.316197332040415,1
0.8104296656850535,1.1150523344135181,0.0031354765260438668,-0.17824384253824954,1.0331115630114478,1.240916880197556,1.1150523344135181,1.0374605489566378,-0.25165578226859214,-0.318424384174168,1
0.8104296656850535,-0.7159174358994504,-0.44193787097392107,-0.1782033019084662,-0.6691147494104108,-0.610210393828959,-0.7159174358994504,-0.6012727311158188,-0.3759206004030955,-0.37130952719204996,0
0.8104296656850535,1.0807216512201498,-0.4468488847683804,-0.10006559593407288,0.9993669885361246,1.206208243809559,1.0807216512201498,1.37098247644275,-0.31715681592382733,-0.37130952719204996,1
